,Memory Error,Number Edges,Number Nodes,Number Evidence,Number MAP variables: ,Heuristic,Instantiation,rows multiplied,rows summed out,rows maxed out,seconds elapsed
0,No,12,9,4,1,mindegree,"          p   l1n2
0  0.201475  False",64,48,2,0.03170514106750488
0,No,9,9,4,1,mindegree,"   l0n1         p
0  True  0.150705",4,8,2,0.019701004028320312
0,No,14,9,4,1,mindegree,"    l0n2        p
0  False  0.10387",54,30,2,0.028290987014770508
0,No,12,9,4,1,mindegree,"          p  l0n0
0  0.291776  True",74,44,2,0.02887725830078125
0,No,9,9,4,1,mindegree,"   l1n1         p
0  True  0.037984",10,14,2,0.023730039596557617
0,No,14,9,4,1,mindegree,"    l2n0         p
0  False  0.819807",36,36,2,0.025426149368286133
0,No,9,9,4,1,mindegree,"   l0n1         p
0  True  0.524744",24,24,2,0.025176048278808594
0,No,10,9,4,1,mindegree,"    l2n1         p
0  False  0.372504",4,10,2,0.018101930618286133
0,No,13,9,4,1,mindegree,"   l2n0         p
0  True  0.043095",16,12,2,0.02604389190673828
0,No,10,9,4,1,mindegree,"   l2n0         p
0  True  0.128511",12,18,2,0.02398204803466797
0,No,14,9,4,1,mindegree,"    l0n0       p
0  False  0.3355",58,52,2,0.026369094848632812
0,No,10,9,4,1,mindegree,"    l1n0         p
0  False  0.722103",16,16,2,0.02440810203552246
0,No,15,9,4,1,mindegree,"    l0n0         p
0  False  0.088097",54,38,2,0.03049492835998535
0,No,15,9,4,1,mindegree,"   l1n1         p
0  True  0.038746",24,14,2,0.023260116577148438
0,No,9,9,4,1,mindegree,"   l1n1      p
0  True  0.795",4,10,2,0.013195037841796875
0,No,13,9,4,1,mindegree,"   l1n1      p
0  True  0.075",14,20,2,0.023759841918945312
0,No,9,9,4,1,mindegree,"   l0n1     p
0  True  0.72",50,44,2,0.03034186363220215
0,No,11,9,4,1,mindegree,"   l1n2         p
0  True  0.153094",34,26,2,0.02777099609375
0,No,10,9,4,1,mindegree,"    l1n1         p
0  False  0.426519",34,30,2,0.02806401252746582
0,No,13,9,4,1,mindegree,"   l0n1         p
0  True  0.040498",8,10,2,0.023921966552734375
0,No,14,9,4,1,mindegree,"   l0n1     p
0  True  0.61",114,90,2,0.03665900230407715
0,No,12,9,4,1,mindegree,"    l2n1         p
0  False  0.791173",40,52,2,0.033852338790893555
0,No,10,9,4,1,mindegree,"   l0n1         p
0  True  0.183583",48,50,2,0.02841496467590332
0,No,10,9,4,1,mindegree,"   l0n2    p
0  True  0.8",12,20,2,0.018776893615722656
0,No,11,9,4,1,mindegree,"   l0n2       p
0  True  0.0452",12,10,2,0.01895308494567871
0,No,11,9,4,1,mindegree,"   l2n1        p
0  True  0.45716",24,28,2,0.02903914451599121
0,No,13,9,4,1,mindegree,"          p   l1n1
0  0.189449  False",120,92,2,0.03400421142578125
0,No,12,9,4,1,mindegree,"    l1n2       p
0  False  0.7145",38,44,2,0.031514883041381836
0,No,9,9,4,1,mindegree,"   l0n1         p
0  True  0.064449",6,8,2,0.016937971115112305
0,No,14,9,4,1,random,"    l0n0         p
0  False  0.017846",16,10,2,0.022247791290283203
0,No,11,9,4,1,random,"          p
0  0.965385",18,24,0,0.021947860717773438
